policy_item_id,policy_id,policy_insured_value_excl_vat,policy_insured_value_vat,broker_fee_excl_vat,broker_fee_vat,line_of_business_id
fe22226f-2959-4227-938f-1c6c11f2b2f2,ab38b506-81b2-4102-88b4-d8aff9627541,146376,21956.399999999998,24727.746142612465,3709.1619213918693,5
ddc17e7e-865d-4191-8021-b2484437cb03,ab38b506-81b2-4102-88b4-d8aff9627541,75254,11288.1,1940.4307665881922,291.0646149882288,6
dee1aa8c-badf-43b3-ab15-db235fc10076,ab38b506-81b2-4102-88b4-d8aff9627541,91915,13787.25,18383.0,2757.45,7
31a991d8-8ab7-4888-87b9-748e0252814f,ab38b506-81b2-4102-88b4-d8aff9627541,10817,1622.55,2163.4,324.51,8
1b57f472-7096-48c8-b6dc-17a1c0044bf6,ab38b506-81b2-4102-88b4-d8aff9627541,9142,1371.3,1828.4,274.26,9
667d87dd-2372-4e2c-bde3-e77f0b95d0ce,ab38b506-81b2-4102-88b4-d8aff9627541,42221,6333.15,8444.2,1266.63,10
250f42b7-e49e-4608-bc68-fa11fe850d78,88d8fff6-0630-4365-9685-120374e5e3e5,57848,8677.199999999999,11569.6,1735.44,0
43f29566-2622-4874-9a76-39bcd61280f3,88d8fff6-0630-4365-9685-120374e5e3e5,3611,541.65,722.2,108.33,1
bf40975b-1db9-4579-9d3a-97e3ad95b26d,88d8fff6-0630-4365-9685-120374e5e3e5,26022,3903.2999999999997,5204.400000000001,780.6600000000001,2
ee3e7f48-a5e5-4708-b6ba-aae1df3cefa5,88d8fff6-0630-4365-9685-120374e5e3e5,15722,2358.2999999999997,3144.4,471.65999999999997,3
de97cd95-b181-4822-b42b-183d9620da87,88d8fff6-0630-4365-9685-120374e5e3e5,79367,11905.05,15873.400000000001,2381.01,4
53450c89-c4cb-41cb-bddd-c9d429182042,88d8fff6-0630-4365-9685-120374e5e3e5,27249,4087.35,5449.8,817.47,5
9275282a-7bd6-4877-a8c8-a3e82f2ee7f9,88d8fff6-0630-4365-9685-120374e5e3e5,62466,9369.9,12493.2,1873.98,6
e120b061-4c79-46ca-85d9-06f0a4c757f6,88d8fff6-0630-4365-9685-120374e5e3e5,7062,1059.3,1412.4,211.86,7
a53fa89d-1f1e-4bef-a2d1-ff439c1558ea,88d8fff6-0630-4365-9685-120374e5e3e5,65779,9866.85,13155.800000000001,1973.3700000000001,8
9799b7da-8ab9-427d-9c06-16edf207d74c,88d8fff6-0630-4365-9685-120374e5e3e5,119596,17939.399999999998,5952.969738061743,892.9454607092614,9
3196ea92-fc03-4747-8a61-36eb2265124c,88d8fff6-0630-4365-9685-120374e5e3e5,117835,17675.25,23567.0,3535.0499999999997,10
0dc6b429-5bbf-481a-87b3-2116efa93509,88d8fff6-0630-4365-9685-120374e5e3e5,9881,1482.1499999999999,1976.2,296.43,11
d51175fd-a1e1-49d1-aabd-97d20eb2ca63,88d8fff6-0630-4365-9685-120374e5e3e5,130875,19631.25,26175.0,3926.25,12
2b4f0b28-6aa2-45a6-bee3-f5bd7386841d,88d8fff6-0630-4365-9685-120374e5e3e5,47757,7163.55,9551.4,1432.7099999999998,13
c04d24a8-e1aa-46d3-a7ad-ccdcf329dcfe,88d8fff6-0630-4365-9685-120374e5e3e5,4699,704.85,939.8000000000001,140.97,14
d1de10cf-02a0-48a9-b16b-e38c4d7b8626,88d8fff6-0630-4365-9685-120374e5e3e5,63753,9562.949999999999,12750.6,1912.59,15
2f298646-9aa5-43a0-bd8b-74879e6cb840,e85756d7-88cf-4049-bd8b-a004a82630da,126483,18972.45,25296.600000000002,3794.4900000000002,0
2c71ee54-9a6e-4dca-8ba0-4774da044a80,e85756d7-88cf-4049-bd8b-a004a82630da,28326,4248.9,5665.200000000001,849.7800000000001,1
510edc3a-67f1-4e3c-8f88-59274f2e19d3,e85756d7-88cf-4049-bd8b-a004a82630da,72518,10877.699999999999,14503.6,2175.54,2
664338aa-e8c6-41ec-a337-f3a2614a3119,e85756d7-88cf-4049-bd8b-a004a82630da,30834,4625.099999999999,6166.8,925.02,3
6ca610a6-cc38-4f5c-8773-051ab5d7d9f3,e85756d7-88cf-4049-bd8b-a004a82630da,106777,16016.55,21355.4,3203.31,4
9274eb6b-7e63-472b-9a23-d2e904be862f,9264ca43-edea-4124-bd52-2234ed0d4619,121147,18172.05,24229.4,3634.4100000000003,0
d0aa75bc-7cac-4540-b27d-e96ec7fa4c74,9264ca43-edea-4124-bd52-2234ed0d4619,62762,9414.3,12552.400000000001,1882.8600000000001,1
b48ec6a0-2050-402a-9eee-952ccdb6acc0,9264ca43-edea-4124-bd52-2234ed0d4619,94474,14171.1,18894.8,2834.22,2
35a95551-07d9-4f83-8b9c-68d45b8b3456,9264ca43-edea-4124-bd52-2234ed0d4619,36479,5471.849999999999,5583.490563237437,837.5235844856155,3
c79278fb-7b0b-401f-94aa-b34ee8771b97,9264ca43-edea-4124-bd52-2234ed0d4619,65244,9786.6,13048.800000000001,1957.3200000000002,4
ebf9983f-2dbc-4195-9f1e-93e1b504e86c,9264ca43-edea-4124-bd52-2234ed0d4619,65282,9792.3,13056.400000000001,1958.46,5
87ef8a28-e3b3-4a25-a141-8b8a1aa64caa,9264ca43-edea-4124-bd52-2234ed0d4619,93883,14082.449999999999,18776.600000000002,2816.4900000000002,6
ab1f73ed-bc0d-40a4-8037-86f10f42e5f4,9264ca43-edea-4124-bd52-2234ed0d4619,91578,13736.699999999999,18315.600000000002,2747.34,7
a55ce8a9-41bc-48be-88bd-2059e12b3e72,9264ca43-edea-4124-bd52-2234ed0d4619,128675,19301.25,25735.0,3860.25,8
f4b5f519-13b0-4f1b-b965-f608f6dd85c1,9264ca43-edea-4124-bd52-2234ed0d4619,78628,11794.199999999999,15725.6,2358.84,9
2c43607a-25c4-49b8-8e7f-46cbbd4ce6e5,9264ca43-edea-4124-bd52-2234ed0d4619,37329,5599.349999999999,7465.8,1119.87,10
b48b0d0f-4a2a-4c90-8220-99013ad050fb,9264ca43-edea-4124-bd52-2234ed0d4619,70435,10565.25,14087.0,2113.0499999999997,11
f7da2deb-b09e-4b67-8cdf-c905d0206b30,9264ca43-edea-4124-bd52-2234ed0d4619,104185,15627.75,20321.825872598984,3048.2738808898475,12
025986e0-9810-4f5c-b62a-7c674a4fc524,9264ca43-edea-4124-bd52-2234ed0d4619,98358,14753.699999999999,19671.600000000002,2950.7400000000002,13
b2b5d60a-c9e2-4e99-b857-3eaec3ec3fea,9264ca43-edea-4124-bd52-2234ed0d4619,46322,6948.3,3790.0006473719227,568.5000971057884,14
d36fab04-38e3-4784-a9d6-07ad46ba6ad5,9264ca43-edea-4124-bd52-2234ed0d4619,56126,8418.9,11225.2,1683.78,15
9c214e48-b28d-47e3-bcaf-7362934fbe09,9264ca43-edea-4124-bd52-2234ed0d4619,59799,8969.85,11959.800000000001,1793.97,16
e4e1bea5-6830-48aa-8e71-c3c97f1b34ff,bf6ce147-2848-4365-ad1c-008673fdc901,67574,10136.1,13514.800000000001,2027.22,0
4d903884-13c6-4aac-9d75-ccc4ea8108cc,bf6ce147-2848-4365-ad1c-008673fdc901,80311,12046.65,16062.2,2409.33,1
d54ded30-e65c-446c-b9b8-60a042c9f4cb,bf6ce147-2848-4365-ad1c-008673fdc901,146365,21954.75,29273.0,4390.95,2
369aad1e-33e6-4f89-ad0e-2aaa3d495fcd,bf6ce147-2848-4365-ad1c-008673fdc901,140641,21096.149999999998,28128.2,4219.23,3
961b67e5-3d22-44a4-8200-e8b3dfb08176,bf6ce147-2848-4365-ad1c-008673fdc901,23402,3510.2999999999997,4680.400000000001,702.0600000000001,4
e9c75093-4ead-4cdd-a066-bb24224ddbb5,5b21c3ff-df56-4d85-9437-1c1b8612e669,95548,14332.199999999999,19109.600000000002,2866.44,0
65008a65-2e37-4007-b5c3-6a2f4bb801b1,5b21c3ff-df56-4d85-9437-1c1b8612e669,134034,20105.1,26806.800000000003,4021.0200000000004,1
a595bb86-aed1-46d6-9160-ffa86761d3f9,5b21c3ff-df56-4d85-9437-1c1b8612e669,22161,3324.15,4412.321174536388,661.8481761804582,2
6f863902-fb8a-4064-bb0e-9db9a6fed883,3e322788-a8b9-4e16-ab55-c320499c4271,43101,6465.15,8620.2,1293.03,0
1b83c2b4-b401-48ba-86be-0f8dd16163e1,3e322788-a8b9-4e16-ab55-c320499c4271,62587,9388.05,7728.39965286374,1159.259947929561,1
7c9f9a34-30f5-41d2-9593-81850d811899,3e322788-a8b9-4e16-ab55-c320499c4271,105179,15776.849999999999,21035.800000000003,3155.3700000000003,2
e8c38e03-5857-4c70-96d7-878ff0e241df,3e322788-a8b9-4e16-ab55-c320499c4271,111270,16690.5,22254.0,3338.1,3
ed95b170-8dc9-41f8-a7a0-52387cc77fbc,3e322788-a8b9-4e16-ab55-c320499c4271,79751,11962.65,11717.935738788205,1757.6903608182306,4
6d806299-4d43-4864-a46c-1a6421978891,3e322788-a8b9-4e16-ab55-c320499c4271,148427,22264.05,28811.565742541552,4321.734861381233,5
bf0ab0b8-3fec-479a-bbbf-5c87a1760ce6,3e322788-a8b9-4e16-ab55-c320499c4271,20868,3130.2,4173.6,626.0400000000001,6
4a1f98dc-1059-4651-bad3-d4d52de45065,3e322788-a8b9-4e16-ab55-c320499c4271,44171,6625.65,8834.2,1325.13,7
a4b387a1-ecd2-4386-b98b-0de1448b30cf,3e322788-a8b9-4e16-ab55-c320499c4271,46913,7036.95,9382.6,1407.39,8
c0ea3545-2101-4914-9f5a-b83384a25135,3e322788-a8b9-4e16-ab55-c320499c4271,105334,15800.099999999999,21066.800000000003,3160.0200000000004,9
c2732fd2-440e-4085-a9fb-569e0d922f81,3e322788-a8b9-4e16-ab55-c320499c4271,31300,4695.0,6260.0,939.0,10
dd514274-7a37-44e5-bb94-a48e1a1b75ec,3e322788-a8b9-4e16-ab55-c320499c4271,80181,12027.15,16036.2,2405.43,11
2f703772-f296-43e2-8b58-f66600e73847,3e322788-a8b9-4e16-ab55-c320499c4271,102722,15408.3,20544.4,3081.6600000000003,12
8d1e394f-8d2d-432c-9765-fd57ddf3f42b,3e322788-a8b9-4e16-ab55-c320499c4271,148743,22311.45,29748.600000000002,4462.29,13
692d71f1-6fa6-4cc6-9e31-e4b763f3d358,3e322788-a8b9-4e16-ab55-c320499c4271,123646,18546.899999999998,24729.2,3709.38,14
40a90cf4-b33c-4b1b-8b29-cc4815c693fa,3e322788-a8b9-4e16-ab55-c320499c4271,12088,1813.2,2417.6,362.64,15
b2de91e3-7244-416e-8bf5-2b90ba65a0f1,3e322788-a8b9-4e16-ab55-c320499c4271,13346,2001.8999999999999,903.2524025751344,135.48786038627014,16
67f7d666-15f1-467e-80c2-5faa82251623,3e322788-a8b9-4e16-ab55-c320499c4271,110590,16588.5,1327.8331522009921,199.17497283014882,17
2e114f93-6440-4890-9387-bc037c9719ab,3e322788-a8b9-4e16-ab55-c320499c4271,26504,3975.6,5201.010839507774,780.151625926166,18
8623a8e8-005f-48c6-8960-68125ea56cc3,3e322788-a8b9-4e16-ab55-c320499c4271,64495,9674.25,8020.539643268306,1203.0809464902459,19
72c03283-d59a-4503-afe4-4efd0a71203c,d4775a3b-d681-4699-851d-747ae6f8e824,47685,7152.75,9537.0,1430.55,0
61674ebf-17a2-4986-b3fe-4caa3efba981,8cfca5cc-164b-42cc-aab3-e3436a1dd561,66118,9917.699999999999,13223.6,1983.54,0
e864689b-2ec5-480e-a21b-e847cc1d383b,8cfca5cc-164b-42cc-aab3-e3436a1dd561,53302,7995.299999999999,10660.400000000001,1599.0600000000002,1
b0fd8b77-0eca-4692-ad4d-e36cfdc548a0,8cfca5cc-164b-42cc-aab3-e3436a1dd561,133475,20021.25,8538.80623558337,1280.8209353375055,2
5088b11e-8c13-4916-95df-1438ee893aaa,8cfca5cc-164b-42cc-aab3-e3436a1dd561,73821,11073.15,14764.2,2214.63,3
75aef580-65b4-4a83-bfd0-4d72bb6f6f8b,8cfca5cc-164b-42cc-aab3-e3436a1dd561,96305,14445.75,19261.0,2889.15,4
e26357b4-2153-4c49-8149-9c9dc7a2eeb1,8cfca5cc-164b-42cc-aab3-e3436a1dd561,11601,1740.1499999999999,2320.2000000000003,348.03000000000003,5
13e0b6ff-b1a5-45dd-b9b6-93691c7feca7,8cfca5cc-164b-42cc-aab3-e3436a1dd561,34737,5210.55,6947.400000000001,1042.1100000000001,6
befbd668-4f46-42fa-9916-8df44545d161,c3bb5550-e3b0-4ab9-a3bf-9d00e4c02821,104238,15635.699999999999,20847.600000000002,3127.1400000000003,0
927cf0c2-eb88-43e6-bfd9-33ef28d5a333,c3bb5550-e3b0-4ab9-a3bf-9d00e4c02821,48253,7237.95,9650.6,1447.59,1
7947e860-449c-4ab2-83e4-cab8e1054298,c3bb5550-e3b0-4ab9-a3bf-9d00e4c02821,90374,13556.1,13118.24399947768,1967.7365999216518,2
502a3478-cffc-4017-b421-9e3303020dad,c3bb5550-e3b0-4ab9-a3bf-9d00e4c02821,148349,22252.35,29669.800000000003,4450.47,3
a9d09db2-0bb2-4aec-8360-e3d320480e8a,c3bb5550-e3b0-4ab9-a3bf-9d00e4c02821,27175,4076.25,5435.0,815.25,4
b2734363-6bbd-48fa-9d2c-73774c3a9ed7,c3bb5550-e3b0-4ab9-a3bf-9d00e4c02821,28545,4281.75,5709.0,856.35,5
efa459f0-84f8-4df0-ba07-9e8dea8da12b,c3bb5550-e3b0-4ab9-a3bf-9d00e4c02821,20702,3105.2999999999997,4140.400000000001,621.0600000000001,6
be15a6fb-9574-4045-b774-7d266bc15605,a482c07e-344d-40aa-a158-306e4024a3c5,55393,8308.949999999999,11078.6,1661.79,0
4bd0e479-4297-4811-83ee-2958cf39b225,a482c07e-344d-40aa-a158-306e4024a3c5,25389,3808.35,5077.8,761.67,1
ce4f8f4b-5f1f-4499-b7be-24d0495faf68,a482c07e-344d-40aa-a158-306e4024a3c5,94345,14151.75,18869.0,2830.35,2
0beb153f-04c0-47fb-bc6e-c2238c862062,a482c07e-344d-40aa-a158-306e4024a3c5,149065,22359.75,29813.0,4471.95,3
60d34563-b2da-4948-9924-8cd5793fa20a,a482c07e-344d-40aa-a158-306e4024a3c5,129595,19439.25,25919.0,3887.85,4
838a3c04-c2e4-43f3-a4eb-775228c81032,a482c07e-344d-40aa-a158-306e4024a3c5,28560,4284.0,5712.0,856.8,5
d1918a13-16d6-447f-b607-eb4a6d13148a,a482c07e-344d-40aa-a158-306e4024a3c5,142417,21362.55,28483.4,4272.51,6
d64f794d-3814-45ba-9427-c16f7dc188a7,a482c07e-344d-40aa-a158-306e4024a3c5,58310,8746.5,11662.0,1749.3,7
b30bf5b1-7148-43be-9d82-50533cdaa880,a482c07e-344d-40aa-a158-306e4024a3c5,146754,22013.1,29350.800000000003,4402.62,8
1550d377-5961-419c-a6d8-ac227763aaff,a482c07e-344d-40aa-a158-306e4024a3c5,97095,14564.25,17905.470327114137,2685.8205490671203,9
5bb98a16-fa73-4736-b8f7-3be2e98879db,a482c07e-344d-40aa-a158-306e4024a3c5,74453,11167.949999999999,13778.085568572456,2066.7128352858686,10
1c3ee845-5d7a-4c70-bf9e-5e08bdd1e65b,a482c07e-344d-40aa-a158-306e4024a3c5,149082,22362.3,29816.4,4472.46,11
1a7b31de-86f2-4eb5-b960-0b4498f096aa,a482c07e-344d-40aa-a158-306e4024a3c5,119630,17944.5,1406.8447462416987,211.0267119362548,12
3f3c33d1-b80f-471c-8f46-366c30fef6fc,a482c07e-344d-40aa-a158-306e4024a3c5,1075,161.25,215.0,32.25,13
ecd31e82-0e1c-477b-b0bc-08bf65150c05,a482c07e-344d-40aa-a158-306e4024a3c5,77101,11565.15,15420.2,2313.03,14
a3a28888-7a34-4476-8e82-6a47172cef8d,a482c07e-344d-40aa-a158-306e4024a3c5,144834,21725.1,28966.800000000003,4345.02,15
b8ab6fe6-3878-45fc-91a7-ba6713171450,a482c07e-344d-40aa-a158-306e4024a3c5,32585,4887.75,6517.0,977.55,16
338487e7-61df-4517-87bf-15b021df348e,a482c07e-344d-40aa-a158-306e4024a3c5,44826,6723.9,8965.2,1344.78,17
19023d18-5354-41a8-8683-a8bf74f6b657,a482c07e-344d-40aa-a158-306e4024a3c5,148165,22224.75,29633.0,4444.95,18
c38c7262-acd6-421d-85b6-d1e8f41cd476,a482c07e-344d-40aa-a158-306e4024a3c5,91954,13793.1,18390.8,2758.62,19
73ee6170-87c5-434a-bc3c-fa0d0145aae0,3eaa3cb5-b6e4-4196-860b-de25f0f49168,66769,10015.35,13353.800000000001,2003.0700000000002,0
b13ffacf-3264-4dc3-baa0-081dc39d5170,3eaa3cb5-b6e4-4196-860b-de25f0f49168,26577,3986.5499999999997,5315.400000000001,797.3100000000001,1
094834f5-7793-42f9-a931-e816827d4fa9,3eaa3cb5-b6e4-4196-860b-de25f0f49168,42888,6433.2,8577.6,1286.64,2
f3ba8b43-23b9-488c-9d67-04205272cd59,3eaa3cb5-b6e4-4196-860b-de25f0f49168,62441,9366.15,12488.2,1873.23,3
fc09bebf-416b-4e42-853e-0a1e7f898846,3eaa3cb5-b6e4-4196-860b-de25f0f49168,58066,8709.9,11613.2,1741.98,4
a82ac4da-7c23-4bb8-847d-6a92e83fca55,1243aae5-075a-4d0a-8dad-88e5b10338f0,102217,15332.55,20443.4,3066.51,0
6c16b35c-b5b7-4e48-a8c1-36b8d2180919,1243aae5-075a-4d0a-8dad-88e5b10338f0,94456,14168.4,18891.2,2833.68,1
f140fa37-a8d0-491a-bd96-23e4a9fd3831,1243aae5-075a-4d0a-8dad-88e5b10338f0,87130,13069.5,17426.0,2613.9,2
872fff31-a203-4eb2-878a-c2bfe33ddc0a,1243aae5-075a-4d0a-8dad-88e5b10338f0,28671,4300.65,2957.5697362802857,443.63546044204287,3
71ec17a4-7686-45a9-9c12-869ceb9c394a,062713c7-296a-4cbe-892d-bf50f6ed305d,128486,19272.899999999998,25697.2,3854.58,0
8e1e5b0e-c6f4-4b8d-9a7d-e3d138d06e3c,062713c7-296a-4cbe-892d-bf50f6ed305d,104430,15664.5,20886.0,3132.9,1
c1d3cdcc-2402-4b78-9588-6496abae25bc,062713c7-296a-4cbe-892d-bf50f6ed305d,14569,2185.35,51.33597907037063,7.7003968605555935,2
e6cb9d49-fe73-4530-a52a-0c4ba5868557,062713c7-296a-4cbe-892d-bf50f6ed305d,5562,834.3,1112.4,166.86,3
b06b80df-d040-4857-a5ce-6aae58bd591a,062713c7-296a-4cbe-892d-bf50f6ed305d,134373,20155.95,26874.600000000002,4031.19,4
00deca21-523a-4c99-b5d1-c498898fbaef,062713c7-296a-4cbe-892d-bf50f6ed305d,53750,8062.5,10750.0,1612.5,5
d2cef2b1-e925-4442-a1b9-25b26e00f281,062713c7-296a-4cbe-892d-bf50f6ed305d,134324,20148.6,26864.800000000003,4029.7200000000003,6
57f1bc1a-c6bd-4b52-99e8-eb732036a516,062713c7-296a-4cbe-892d-bf50f6ed305d,44680,6702.0,8936.0,1340.3999999999999,7
8acdc05a-294d-4e54-af03-4e2a2af96ed1,062713c7-296a-4cbe-892d-bf50f6ed305d,39781,5967.15,1766.090626350634,264.9135939525951,8
d462fcc8-2de0-4962-a4c7-8b893e7ed45f,062713c7-296a-4cbe-892d-bf50f6ed305d,127878,19181.7,2633.1015198047726,394.9652279707159,9
17550917-4c6f-4fa5-a64c-3037a04d092b,062713c7-296a-4cbe-892d-bf50f6ed305d,20479,3071.85,4095.8,614.37,10
e65736f5-a1c6-4eb8-96d9-96f0d36ec242,062713c7-296a-4cbe-892d-bf50f6ed305d,43415,6512.25,8683.0,1302.45,11
c05842c2-cfce-4e1c-bc49-a0cbd6f48db1,5ee60e97-f486-4f8e-a87b-cdd2f73b575e,29080,4362.0,5816.0,872.4,0
1d347966-3de9-46b8-b44b-75b010f490c6,5ee60e97-f486-4f8e-a87b-cdd2f73b575e,45478,6821.7,9095.6,1364.34,1
5d44f7fc-563f-44b1-a7c2-da74e1bae903,5ee60e97-f486-4f8e-a87b-cdd2f73b575e,81732,12259.8,5274.6154623411985,791.1923193511798,2
644eabad-cac2-419f-be41-1249198215e2,5ee60e97-f486-4f8e-a87b-cdd2f73b575e,138591,20788.649999999998,21236.482504940173,3185.472375741026,3
096a53f7-0874-499f-83a5-686ef9971b4a,5ee60e97-f486-4f8e-a87b-cdd2f73b575e,53227,7984.049999999999,10645.400000000001,1596.8100000000002,4
2b40dfb6-05af-4c25-9469-25d7fed5dd32,5ee60e97-f486-4f8e-a87b-cdd2f73b575e,62587,9388.05,479.93753893966596,71.99063084094989,5
edd2411d-6a6f-4565-bbbc-4355126100a6,5ee60e97-f486-4f8e-a87b-cdd2f73b575e,68623,10293.449999999999,7038.882321525617,1055.8323482288424,6
649d7adb-e710-4c82-a8f4-e59ccb8daec1,d49658bc-02f0-4801-9f57-12000f786883,126555,18983.25,25311.0,3796.6499999999996,0
e628ba94-d23c-4711-9250-03982ba67a29,d49658bc-02f0-4801-9f57-12000f786883,83604,12540.6,16720.8,2508.12,1
61e0aa37-5b53-407e-a269-89e3c96649e6,d49658bc-02f0-4801-9f57-12000f786883,61195,9179.25,12239.0,1835.85,2
b30b6ab4-d1c4-4acc-9891-f55bed92e13a,f13c4232-46dd-42b0-968e-6ea49282c16e,72572,10885.8,14514.400000000001,2177.1600000000003,0
0129f4e8-a48d-4a2f-b206-11a16238ad2f,f13c4232-46dd-42b0-968e-6ea49282c16e,37713,5656.95,7542.6,1131.39,1
dae96007-eeae-47bc-87eb-b5f654ee9087,f13c4232-46dd-42b0-968e-6ea49282c16e,1411,211.65,282.2,42.33,2
b5ea89ca-2289-4bf1-bc57-ee21e1507836,f13c4232-46dd-42b0-968e-6ea49282c16e,142075,21311.25,28415.0,4262.25,3
907932d5-a346-4d17-a0ef-a0c5c6ee3a3c,f13c4232-46dd-42b0-968e-6ea49282c16e,30553,4582.95,6110.6,916.59,4
a03443ba-a18d-48d0-81a5-e239f2a1a874,f13c4232-46dd-42b0-968e-6ea49282c16e,83443,12516.449999999999,16688.600000000002,2503.2900000000004,5
01a13869-a09a-4b7a-a611-490d3e27794f,f13c4232-46dd-42b0-968e-6ea49282c16e,136616,20492.399999999998,27323.2,4098.48,6
98fab2cc-37b1-427c-a4f4-f95aaa631d19,f13c4232-46dd-42b0-968e-6ea49282c16e,132073,19810.95,13905.639855861536,2085.8459783792305,7
